ID,Label,Text
5072,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
5070,ham,As in different styles?
5068,ham,Hai dear friends... This is my new &amp
5067,ham,Talk to g and x about that
5065,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
5064,ham,But your brother transfered only  &lt
5063,ham,I dunno lei... Like dun haf...
5062,ham,Ok i also wan 2 watch e 9 pm show...
5061,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
5060,ham,"Sorry, I'll call you  later. I am in meeting sir."
5059,ham,I think i am disturbing her da
5057,ham,"Geeeee ... Your internet is really bad today, eh ?"
5056,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
5055,ham,Goodnight da thangam I really miss u dear.
5054,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
5052,ham,Lmao you know me so well...
5051,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
5050,ham,With my sis lor... We juz watched italian job.
5049,ham,I will vote for wherever my heart guides me
5047,ham,Yeah so basically any time next week you can get away from your mom &amp
5046,ham,Hmmm.still we dont have opener?
5045,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
5043,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
5042,ham,O ic lol. Should play 9 doors sometime yo
5040,ham,She ran off with a younger man. we will make pretty babies together :)
5038,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
5037,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
5036,ham,(You didn't hear it from me)
5034,ham,How many times i told in the stage all use to laugh. You not listen aha.
5033,ham,I want to go to perumbavoor
5032,ham,"* Was really good to see you the other day dudette, been missing you!"
5031,ham,Ok i vl..do u know i got adsense approved..
5030,ham,Hey... Very inconvenient for your sis a not huh?
5027,ham,Go chase after her and run her over while she's crossing the street
5024,ham,I was gonna ask you lol but i think its at 7
5023,ham,Where you. What happen
5022,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
5021,ham,Yes its possible but dint try. Pls dont tell to any one k
5020,ham,:-( sad puppy noise
5019,ham,"It's cool, we can last a little while. Getting more any time soon?"
5018,ham,Great! How is the office today?
5017,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
5015,ham,Hey gals...U all wanna meet 4 dinner at n��te? 
5014,ham,I think the other two still need to get cash but we can def be ready by 9
5013,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
5012,ham,"Uncle G, just checking up on you. Do have a rewarding month"
5011,ham,U attend ur driving lesson how many times a wk n which day?
5009,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
5008,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
5007,ham,Go fool dont cheat others ok
5006,ham,Oh k. . I will come tomorrow
5005,ham,ILL B DOWN SOON
5004,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
5003,ham,There's someone here that has a year  &lt
5001,ham,You still around? Looking to pick up later
5000,ham,"Nope. Since ayo travelled, he has forgotten his guy"
4999,ham,Well its not like you actually called someone a punto. That woulda been worse.
4998,ham,"Hmph. Go head, big baller."
4997,ham,Can you talk with me..
4996,ham,Esplanade lor. Where else...
4995,ham,Happy new year. Hope you are having a good semester
4994,ham,"Just looked it up and addie goes back Monday, sucks to be her"
4993,ham,My drive can only be read. I need to write
4992,ham,\HEY KATE
4991,ham,I'm hungry buy smth home...
4990,ham,"We made it! Eta at taunton is 12:30 as planned, hope that���s still okday?! Good to see you! :-xx"
4972,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
4971,ham,I'm fine. Hope you are good. Do take care.
4970,ham,Hey come online! Use msn... We are all there
4969,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
4968,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
4967,ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
4964,ham,"A few people are at the game, I'm at the mall with iouri and kaila"
4962,ham,I want to see your pretty pussy...
4959,ham,I want  &lt
4958,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
4957,ham,Why didn't u call on your lunch?
4956,ham,I'm vivek:)i got call from your number.
4955,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
4954,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
4953,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
4952,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
4950,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
4949,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
4948,ham,I am in bus on the way to calicut
4945,ham,I'm already back home so no probably not
4944,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
4943,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
4942,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
4941,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
4940,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
4939,ham,�� go home liao? Ask dad to pick me up at 6...
4938,ham,Tomarrow i want to got to court. At  &lt
4937,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
4936,ham,G wants to know where the fuck you are
4935,ham,K..k.:)congratulation ..
5507,ham,I want to be inside you every night...
5506,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
5505,ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
5504,ham,Wait . I will msg after  &lt
5503,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
5502,ham,Apo all other are mokka players only
5500,ham,Love has one law
5499,ham,Now get step 2 outta the way. Congrats again.
5498,ham,Why did I wake up on my own &gt
5496,ham,Yes... I trust u to buy new stuff ASAP so I can try it out
5495,ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
5494,ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
5493,ham,I think if he rule tamilnadu..then its very tough for our people.
5491,ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
5489,ham,Oh thanks a lot..i already bought 2 eggs ..
5486,ham,Ofcourse I also upload some songs
5485,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt
5484,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
5483,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
5481,ham,Shall call now dear having food
5480,ham,Have you seen who's back at Holby?!
5479,ham,Really do hope the work doesnt get stressful. Have a gr8 day.
5478,ham,No probably  &lt
5476,ham,Yes princess! I want to please you every night. Your wish is my command...
5475,ham,Dhoni have luck to win some big title.so we will win:)
5474,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
5473,ham,Ok lor �_ reaching then message me.
5472,ham,Well obviously not because all the people in my cool college life went home 
5470,ham,I thought slide is enough.
5465,ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I���ll bring one anyway
5464,ham,I will treasure every moment we spend together...
5463,ham,U GOIN OUT 2NITE?
5461,ham,Ok i thk i got it. Then u wan me 2 come now or wat?
5459,ham,If you hear a loud scream in about &lt
5455,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
5454,ham,Im just wondering what your doing right now?
5453,ham,Except theres a chick with huge boobs.
5452,ham,What???? Hello wats talks email address?
5451,ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
5450,ham,Sac needs to carry on:)
5448,ham,"aight we can pick some up, you open before tonight?"
5447,ham,So that takes away some money worries
5446,ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
5445,ham,"And that's fine, I got enough bud to last most of the night at least"
5444,ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
5442,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
5441,ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
5440,ham,Thank you. do you generally date the brothas?
5439,ham,Hey i've booked the 2 lessons on sun liao...
5438,ham,"""\What are youdoing later? Sar xxx\"""""""""""
5437,ham,Am slow in using biola's fne
5436,ham,Mode men or have you left.
5435,ham,I'm wif him now buying tix lar...
5434,ham,Jesus armand really is trying to tell everybody he can find
5433,ham,You're gonna have to be way more specific than that
5432,ham,Thanx a lot 4 ur help!
5431,ham,If I was I wasn't paying attention
5430,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
5428,ham,You didnt complete your gist oh.
5426,ham,Oh yeah! And my diet just flew out the window
5424,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
5422,ham,Ok k..sry i knw 2 siva..tats y i askd..
5421,ham,"Hi elaine, is today's meeting confirmed?"
5420,ham,I dont know oh. Hopefully this month.
5419,ham,I'm at bruce &amp
5418,ham,So how are you really. What are you up to. How's the masters. And so on.
5417,ham,Nope. I just forgot. Will show next week
5416,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
5415,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
5414,ham,East coast
5413,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
5412,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
5411,ham,I ask if u meeting da ge tmr nite...
5410,ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
5409,ham,There is a first time for everything :)
5408,ham,... Are you in the pub?
5407,ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far...
5406,ham,Dear are you angry i was busy dear
5405,ham,So how many days since then?
5404,ham,Pls give her prometazine syrup. 5mls then  &lt
5403,ham,So gd got free ice cream... I oso wan...
5402,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
5401,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
5400,ham,HARD BUT TRUE: How much you show &amp
5399,ham,And he's apparently bffs with carly quick now
5398,ham,Hi. Hope you had a good day. Have a better night.
5397,ham,That's necessarily respectful
5396,ham,As in i want custom officer discount oh.
5395,ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
5394,ham,I dont know exactly could you ask chechi.
5393,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
5392,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
5391,ham,Watching ajith film ah?
5390,ham,Nt joking seriously i told
5388,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
5387,ham,I will be gentle baby! Soon you will be taking all  &lt
5385,ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
5384,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I��m knackered and i��m dreading work tonight. What are thou upto tonight. X
5383,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
5382,ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
5380,ham,Its sunny in california. The weather's just cool
5379,ham,Somebody set up a website where you can play hold em using eve online spacebucks
5376,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
5373,ham,"K I'll head out in a few mins, see you there"
5372,ham,"Ok., is any problem to u frm him? Wats matter?"
5371,ham,"Lol, oh you got a friend for the dog ?"
5369,ham,Hi mom we might be back later than  &lt
5367,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
5363,ham,"I think your mentor is , but not 100 percent sure."
5362,ham,I'm in inside office..still filling forms.don know when they leave me.
5361,ham,Yep get with the program. You're slacking.
5360,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
5359,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt
5358,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
5356,ham,Tell me something. Thats okay.
5355,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
5354,ham,Aiyo cos i sms �_ then �_ neva reply so i wait 4 �_ to reply lar. I tot �_ havent finish ur lab wat.
5353,ham,Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging...
5352,ham,Good morning princess! Have a great day!
5351,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
5350,ham,No one interested. May be some business plan.
5349,ham,I'm home...
5348,ham,Do I? I thought I put it back in the box
5347,ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
5345,ham,Wat �_ doing now?
5344,ham,When you guys planning on coming over?
5343,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
5341,ham,And of course you should make a stink!
5340,ham,Are u awake? Is there snow there?
5339,ham,You'd like that wouldn't you? Jerk!
5338,ham,So when do you wanna gym?
5337,ham,My birthday is on feb  &lt
5336,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
5335,ham,No. It's not pride. I'm almost  &lt
5334,ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
5333,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
5332,ham,I think steyn surely get one wicket:)
5331,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
5330,ham,Dude im no longer a pisces. Im an aquarius now.
5329,ham,"Sir, waiting for your letter."
5328,ham,Sweet heart how are you?
5327,ham,Wishing you a wonderful week.
5326,ham,What makes you most happy?
5325,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
5324,ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
5323,ham,Aah bless! How's your arm?
5322,ham,"Thanks, I'll keep that in mind"
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
5320,ham,But we havent got da topic yet rite?
5319,ham,Kothi print out marandratha.
5318,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
5317,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
5316,ham,Jus finish watching tv... U?
5313,ham,My sister going to earn more than me da.
5312,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
5311,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
5310,ham,"yeah, that's what I was thinking"
5309,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
5308,ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
5307,ham,What you did in  leave.
5306,ham,Ill be at yours in about 3 mins but look out for me
5305,ham,"""\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""""""""
5304,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt
5303,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
5302,ham,About  &lt
5300,ham,I can't make it tonight
5299,ham,Well good morning mr . Hows london treatin' ya treacle?
5298,ham,I.ll hand her my phone to chat wit u
5297,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
5296,ham,Are u coming to the funeral home
5295,ham,Alex says he's not ok with you not being ok with it
5293,ham,I donno its in your genes or something
5291,ham,Xy trying smth now. U eat already? We havent...
5290,ham,Dear where you. Call me
5289,ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
5288,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
5287,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
5286,ham,I'm still pretty weak today .. Bad day ?
5283,ham,"Yeah, probably here for a while"
5282,ham,I have gone into get info bt dont know what to do
5281,ham,"And how you will do that, princess? :)"
5280,ham,"Vikky, come around  &lt;TIME&gt; .."
